chrom	start	end	K2P
LG_2	190733446	190746197	0.05954802687037716
LG_2	190753421	190758700	0.08041549845494268
LG_2	190765821	190766222	0.09158494589388784
LG_N	42512312	42523871	0.006377087579445297
LG_2	190779837	190787603	0.02441233582883573
LG_2	190804477	190810054	0.05749525173620315
LG_2	190814643	190822268	0.004024166591414186
LG_2	190840954	190847708	0.005221690032813516
LG_2	190904508	190911799	0.00706133482104904
LG_2	190925629	190933023	0.06539142063592594
LG_2	190937409	190948494	0.00453613678739877
LG_2	190958256	190965889	0.06643292969293879
LG_2	190966846	190973773	0.02616209483050145
LG_2	190983076	190990721	0.003202569732170342
LG_N	42549076	42559853	0.05582072974942772
LG_2	190998480	191009346	0.002318506723252993
LG_2	191020390	191028095	0.0593696319731527
LG_2	191031660	191038426	0.015109780191641147
LG_2	191058279	191063618	0.025279263941646965
LG_2	191076436	191080662	0.03209503813406717
LG_2	191100677	191103398	0.001017294348893787
LG_2	191111835	191116252	0.049591711799578234
LG_2	191124920	191132098	0.05878721340494738
LG_2	191139892	191148249	0.0019528879005120477
LG_2	191177389	191177802	0.1066663677095813
LG_N	42612010	42616910	0.0033783912314398813
LG_2	191212588	191218182	0.03533602161547632
LG_2	191218187	191221633	0.020342166734035882
LG_2	191225671	191226387	0.045827363765130275
LG_2	191226864	191228722	0.032476243582452886
LG_2	191249804	191262243	0.027322922770656913
LG_2	191266326	191270084	0
LG_2	191292134	191298167	0.08903990640954663
LG_2	191336040	191343701	0.008164217051869434
LG_2	191371301	191389614	0.01636260838546316
LG_2	191404157	191411941	0.006913176465226649
LG_N	42618498	42628363	0.0694756042618825
LG_N	4636257	4644002	0.006150746396475876
LG_2	191419906	191423665	0.052832522983350914
LG_2	191428096	191432803	0.013793950052358766
LG_2	191456349	191460385	0.00375499626376563
LG_2	191475406	191475931	0.03143957830129887
LG_2	191487511	191491422	0.08756389901022373
LG_2	191512247	191519937	0.0039830828908275955
LG_2	191527482	191541869	0.07406279151521736
LG_2	191542896	191553581	0.07885792485466325
LG_2	191570903	191577553	0.02402400240678676
LG_2	191602581	191604020	0.06808998029669774
LG_N	42663597	42671186	0.0071219456521174306
LG_2	191617256	191624405	0.016769072903846632
LG_2	191636436	191644407	0.041386877021502136
LG_2	191648198	191652540	0.03380008265430418
LG_2	191658742	191671099	0.011393796481440973
LG_2	191678722	191686425	0
LG_2	191694151	191701942	0.03291496525874962
LG_2	191703949	191711618	0.003012052241167465
LG_2	191720892	191728669	0.014977402496336067
LG_2	191732116	191736472	0.021729401522901506
LG_2	191745856	191757692	0.003717489243759045
LG_N	42683743	42697545	0.11425378696901588
LG_2	191773727	191780626	0.010053295648445327
LG_2	191787087	191794448	0.008833020886704039
LG_2	191797333	191804396	0.04259801441707371
LG_2	191815320	191823120	0.0258343772070149
LG_2	191826505	191831756	0.000745017806194976
LG_2	191844010	191852094	0.036272121586662716
LG_2	191857462	191858125	0.02979975071507945
LG_2	191863647	191873043	0.013687368596725912
LG_2	191878270	191885610	0.011911748457980114
LG_2	191895156	191898438	0.02477526376213743
LG_N	42701308	42718659	0.043709695266033306
LG_2	191906454	191917901	0
LG_2	191919720	191925614	0.004992221242338594
LG_2	191928200	191939154	0.029673197803282335
LG_2	191960623	191969304	0.022003555452345835
LG_2	191978711	191986449	0.008149835804258014
LG_2	192008855	192016610	0.010949183326772955
LG_2	192026342	192037373	0
LG_2	192042964	192057954	0.018576821055232787
LG_2	192068128	192075609	0.03483118628994768
LG_2	192084880	192089985	0.0026578123984581413
LG_N	42737176	42744418	0.05992371477503157
LG_2	192104982	192116321	0.055960469813219546
LG_2	192126089	192133288	0.021428164525395695
LG_2	192133307	192140639	0.010008931433619812
LG_2	192158684	192160318	0.06656459130941211
LG_2	192166962	192174631	0.003006021078313917
LG_2	192198323	192199031	0.044645138607315255
LG_2	192208747	192210056	0.07416668206554454
LG_2	192216166	192223752	0.04636436847012352
LG_2	192229523	192237196	0.0010020043433575715
LG_2	192239744	192250336	0.01760270594680509
LG_N	42744575	42752238	0.010223827380890655
LG_2	192255213	192259694	0.0020512849283888445
LG_2	192303062	192307905	0.01075310261048181
LG_2	192330657	192337759	0.009168228573478945
LG_2	192415897	192426907	0.005769370993744195
LG_2	192446923	192453499	0.00157708887645549
LG_2	192459435	192467701	0.02561644162106234
LG_2	192488536	192490699	0.10643000755326115
LG_2	192492276	192498849	0.005941365708929863
LG_2	192551769	192554728	0.01601945472650433
LG_2	192555627	192566156	0.05505804829601755
LG_N	42776449	42783741	0.007073859212864332
LG_2	192582235	192592772	0.0723053854420132
LG_2	192599068	192609947	0.04687061075976747
LG_2	192628926	192636642	0.028221714448572202
LG_2	192642279	192650100	0.04360055550177509
LG_2	192651893	192659580	0.008052430687177387
LG_2	192664114	192674471	0.018797653608501337
LG_2	192724531	192732701	0.0034853440393493116
LG_2	192776475	192793177	0.047496359705568876
LG_2	192803756	192814766	0.005789749875477091
LG_2	192822122	192829788	0.004060936028674535
LG_N	42785009	42786232	0.007777167760924359
LG_2	192849167	192856888	0.013884187789013302
LG_2	192861729	192872739	0.01661760749889817
LG_2	192874955	192881404	0.01770653353504243
LG_2	192882427	192886828	0.0610952626682793
LG_2	192900824	192907984	0.07421805546150564
LG_2	192955458	192965893	0.035697587099567794
LG_2	192980407	192984696	0.025095958009025907
LG_2	192986770	192994249	0.021250004282163355
LG_2	193000018	193011042	0.009284996899963835
LG_2	193015816	193020493	0.03686888389792825
LG_N	42806399	42818887	0.03637170921212217
LG_2	193022370	193030112	0.012801295684572228
LG_2	193033031	193043995	0.004646799638228523
LG_2	193047695	193058696	0.008271174315630214
LG_2	193107820	193115163	0.007994830019317445
LG_2	193127701	193135407	0.003006021078313917
LG_2	193136998	193143378	0.04507866085526336
LG_2	193154344	193159509	0.0014885111303317338
LG_2	193171850	193184784	0.015265298461336377
LG_2	193194248	193205405	0.026243911302270512
LG_2	193207322	193215344	0.009647307379647859
LG_N	42827242	42830339	0.00923268110694403
LG_2	193224609	193232015	0.019495291233846877
LG_2	193251859	193256729	0.05370826230309417
LG_2	193259165	193259625	0.009495697342236653
LG_2	193267458	193274105	0.005962810983991718
LG_2	193277903	193283868	0.026296641775482934
LG_2	193284860	193292550	0.008026917247395399
LG_2	193332472	193341967	0.004662038437561645
LG_2	193365596	193370781	0.0022275879226709427
LG_2	193391479	193397690	0.02824293589070129
LG_2	193401646	193415547	0.056393391605802944
LG_N	42834096	42838760	0.011396357919430075
LG_N	4654333	4660463	0.03407592633625025
LG_2	193443292	193450600	0.012104114364458463
LG_2	193458424	193475965	0.029733409684455463
LG_2	193498850	193514426	0.011844192795003223
LG_2	193534891	193539653	0.010295486018528314
LG_2	193557738	193562545	0.06630443703517504
LG_2	193573205	193580044	0.048770917284713895
LG_2	193585285	193593095	0.04323367477011984
LG_2	193635083	193643859	0.06590514550621192
LG_2	193646787	193657300	0.05121384894932793
LG_2	193659639	193670666	0.002313143679098525
LG_N	42842142	42847177	0.017769464774382213
LG_2	193676855	193684561	0.011964508680203066
LG_2	193706306	193711381	0.03168342669276213
LG_2	193731734	193734623	0.07905933907562722
LG_2	193758205	193764629	0.0027081976662062524
LG_2	193770635	193781463	0.0018315038793685734
LG_2	193826664	193837551	0.04043444361993072
LG_2	193848790	193857109	0.0503283328383089
LG_2	193872107	193879872	0.006818894888195026
LG_2	193884476	193888492	0.030174472565179255
LG_2	193888932	193896266	0.022385259960831846
LG_N	42858146	42860108	0.030336664150361233
LG_2	193925119	193925635	0.08345958012619137
LG_2	193926086	193926768	0.08496720331928996
LG_2	193929868	193939458	0.039173229899959076
LG_2	193979159	193984502	0.042617168650898325
LG_2	194004870	194016197	0.019512487616989323
LG_2	194018028	194030910	0.0797644551751279
LG_2	194043627	194051306	0.010089722723047739
LG_2	194066932	194068597	0
LG_2	194073850	194079522	0.03369163700344375
LG_2	194099359	194105632	0.04405784981038188
LG_N	42881662	42892641	0.005821795311353345
LG_2	194132334	194133808	0.0028653373544924917
LG_2	194134060	194144838	0.06443487693920488
LG_2	194145105	194147437	0.03389177034680164
LG_2	194147453	194154259	0.044091472289357836
LG_2	194160728	194171817	0
LG_2	194192011	194199668	0.008214516935135764
LG_2	194224175	194235221	0
LG_2	194240953	194247987	0.00509348522903034
LG_2	194258420	194269452	0.004591121499319116
LG_2	194275240	194281274	0.00484656460282984
LG_N	42911379	42915987	0.025400112418390356
LG_2	194293717	194301324	0.002075497721854844
LG_2	194303978	194308214	0.02596820477435693
LG_2	194322117	194327299	0.007531343184053261
LG_2	194347628	194354405	0.06804853577443724
LG_2	194376691	194384801	0.06012155960819124
LG_2	194393515	194394062	0.00917456933409827
LG_2	194398836	194405942	0.0037184475804431976
LG_2	194422948	194430590	0.0379969842070947
LG_2	194435417	194441476	0.0243719080145683
LG_2	194456493	194463798	0.0030181178159251706
LG_N	42924308	42932396	0.02001299574216181
LG_2	194509782	194512096	0.010089722723047739
LG_2	194527615	194540980	0.027178510892275267
LG_2	194563809	194569808	0.017674342139146825
LG_2	194570526	194582437	0.06686382824697827
LG_2	194593006	194597122	0.0141222887957362
LG_2	194636229	194648563	0.006003789839276563
LG_2	194664484	194671134	0.015828955623400077
LG_2	194685205	194691416	0.03705755135560961
LG_2	194701045	194708140	0.04263128284438087
LG_2	194747350	194752987	0.011617339415451051
LG_N	42951952	42957213	0.03266520865146379
LG_2	194768472	194784277	0.11531194852103563
LG_2	194786331	194792087	0.007374190617551888
LG_2	194807423	194814762	0.009982238413815249
LG_2	194830380	194841342	0.007059922714864724
LG_2	194846502	194854033	0.04961418068104906
LG_2	194859122	194866264	0.019588531391940913
LG_2	194868749	194876518	0.025081553349114615
LG_2	194877495	194885944	0.0682161484843474
LG_2	194901113	194911548	0.020692212263981376
LG_2	194936112	194943812	0.0009937890857854045
LG_N	42973870	42984632	0.021652640331740202
LG_2	194973103	194991314	0.0682551932045405
LG_2	195013281	195020816	0.004418377226821387
LG_2	195072514	195079945	0.0453134595788255
LG_2	195100482	195110636	0.04179324530409363
LG_2	195141024	195145303	0.037450860098924864
LG_2	195175411	195183088	0.01041550633104954
LG_2	195195723	195197490	0.014732542616809133
LG_2	195212095	195216756	0.004784725508075336
LG_2	195253010	195257487	0.0020499694613577172
LG_2	195264982	195275019	0.004636028228684813
LG_N	42991659	42999666	0.019879291569924698
LG_2	195285376	195293548	0.004644090738923404
LG_2	195322314	195329552	0.10464897166877946
LG_2	195370923	195381975	0.027562703836858896
LG_2	195398413	195408587	0.05616896641449984
LG_2	195412501	195423025	0.0030257278416776336
LG_2	195428992	195434202	0.04479720745385352
LG_2	195470659	195479743	0.06791891339984546
LG_2	195481266	195492983	0.049403959149268296
LG_2	195501681	195511644	0.08456595080611208
LG_2	195538313	195539393	0.0815258307368965
LG_N	43020474	43027671	0.01674474403370441
LG_2	195545358	195559182	0.09331241401432178
LG_2	195611586	195622388	0.08634122694076603
LG_2	195636858	195637848	0.09569003107608734
LG_2	195638499	195645549	0.004508328074547157
LG_2	195683407	195691110	0.009893354551619637
LG_2	195693402	195713078	0.047284234996618595
LG_2	195734148	195739222	0.013064697594118707
LG_2	195743736	195754733	0.05091052502625111
LG_2	195766905	195771989	0.044511385380431194
LG_2	195775583	195785016	0.012452227274997247
LG_N	43068538	43073227	0.00854984125271307
LG_N	4667187	4667642	0.1189056031070881
LG_N	271871	281364	0.04605204448129635
LG_2	195805195	195810733	0.04480593577287273
LG_2	195830676	195841711	0.01048672496066455
LG_2	195846680	195848281	0.06128499769503508
LG_2	195849696	195856974	0.006098374957029205
LG_2	195859501	195864378	0.0587551100958518
LG_2	195882919	195888711	0.016077778484213073
LG_2	195910049	195920730	0.07585290160389335
LG_2	195937091	195939428	0.10520826539151962
LG_2	195957346	195968330	0.0011574079242256876
LG_2	195970242	195978626	0.04418934703724636
LG_N	43098079	43105749	0.007978882414700255
LG_2	195998252	196009154	0.06613077230689747
LG_2	196012106	196019492	0.02179843647515324
LG_2	196021055	196027714	0.032886198498468557
LG_2	196049738	196056253	0.022251226518820968
LG_2	196068485	196076162	0.007073859212864332
LG_2	196080903	196091917	0.014161100262640551
LG_2	196091918	196110893	0.020869122697162307
LG_2	196117892	196124256	0.0069763217784344555
LG_2	196139597	196142339	0.009333363920944955
LG_2	196146750	196152588	0.003580506263959797
LG_N	43132097	43134851	0.02353375542899287
LG_2	196159786	196160632	0.12074954193555723
LG_2	196212500	196220160	0.05605207231102226
LG_2	196249040	196259824	0.003164567525823756
LG_2	196261871	196268594	0.028740991631074776
LG_2	196282175	196289613	0.1015093834637216
LG_2	196291411	196312100	0.02726182043877824
LG_2	196337816	196342976	0.005250210193990894
LG_2	196353152	196358352	0.001375871119253234
LG_2	196377177	196387088	0.026894564599137156
LG_2	196394357	196409336	0.03781422379047045
LG_N	43138251	43139561	0.061805447916239604
LG_2	196411662	196413269	0.09431164217627182
LG_2	196414334	196418400	0.050646754770740446
LG_2	196432583	196436733	0.04504941386916355
LG_2	196441335	196450922	0.07853376228557277
LG_2	196455941	196468458	0.018750976654062966
LG_2	196488382	196493371	0.004477625239877848
LG_2	196545519	196552606	0.020007202410080183
LG_2	196558112	196562863	0.03491994378341957
LG_2	196573569	196581227	0.002036662693817893
LG_2	196619036	196629606	0.00936790487201792
LG_N	43147287	43151162	0.037081647273659715
LG_2	196634477	196642640	0.009317004410059693
LG_2	196646887	196657143	0.008276306897005634
LG_2	196665979	196676827	0.028233770813816915
LG_2	196689205	196707840	0.0142280704779838
LG_2	196715895	196723561	0.06051638768317293
LG_2	196729198	196741359	0.04583890967999677
LG_2	196754566	196759625	0.06795326432260825
LG_2	196778473	196797075	0.038121645898323064
LG_2	196820687	196828414	0.04856188774301832
LG_2	196834816	196839315	0.006969931111999825
LG_N	43170427	43180775	0.024089155968057687
LG_2	196880764	196885521	0.041115932157864805
LG_2	196913605	196918181	0.02274013549139148
LG_2	196937498	196940721	0.023089486194488612
LG_2	196946747	196956164	0.11931935976391685
LG_2	196960950	196971690	0.008970368399033864
LG_2	197016893	197034034	0.054447182642084015
LG_2	197036467	197043795	0.053878322629967154
LG_2	197054132	197058392	0.026026055258144366
LG_2	197067706	197074992	0.0050587075005610075
LG_2	197128184	197139185	0
LG_N	43184460	43195475	0.009406375860352222
LG_2	197164423	197171758	0.039603482022476634
LG_2	197208705	197229909	0.0037897588676424373
LG_2	197247453	197258448	0.027402562211471904
LG_2	197274572	197281602	0.005108073397766596
LG_2	197295558	197295943	0.06288575645897697
LG_2	197301019	197312037	0.004712494072309318
LG_2	197323338	197330955	0.04033601402650879
LG_2	197335471	197343900	0.01294774680598885
LG_2	197369591	197370683	0.04193502219831183
LG_2	197393879	197404890	0.0011761251100127128
LG_N	43204159	43208202	0.035118970842065375
LG_2	197410419	197418552	0.009471390665186577
LG_2	197418835	197426222	0.06273965832742777
LG_2	197438669	197446965	0.024113315189012212
LG_2	197456852	197467877	0.012801578193780399
LG_2	197467877	197473920	0.045335930004624894
LG_2	197482946	197499970	0.08281996235088993
LG_2	197509477	197520518	0.03469926240831924
LG_2	197541463	197548786	0.014162295127572846
LG_2	197564701	197567408	0.03085497816050958
LG_2	197573922	197580130	0.003209068941130848
LG_N	43236328	43243832	0.049119369773261895
LG_2	197616341	197625652	0.03906827655613106
LG_2	197626964	197644808	0.06358423254573643
LG_2	197660743	197667439	0.05064172323613966
LG_2	197672429	197689923	0.13132867076249732
LG_2	197695512	197706554	0
LG_2	197718437	197719365	0.03517845313099282
LG_2	197719963	197730898	0.011708166374342873
LG_2	197731572	197732552	0.10949724964111579
LG_2	197758092	197764777	0
LG_2	197769693	197776724	0.06947752000768262
LG_N	43294382	43302994	0.0918772192218615
LG_2	197776741	197783955	0.03213406526746189
LG_2	197798786	197806482	0.00798684825616297
LG_2	197832152	197839808	0.055287768287718426
LG_2	197842346	197850130	0.03730271908464142
LG_2	197851782	197859881	0.014049798679444187
LG_2	197884106	197892244	0.03237158331869289
LG_2	197896656	197907670	0.011732854845786445
LG_2	197986203	197987420	0.02331311958497387
LG_2	197989242	197999095	0.003300342015676012
LG_2	198006275	198010104	0.01540536001016986
LG_N	43304087	43322054	0.09751965265775325
LG_N	4682146	4688792	0.038193792280533934
LG_2	198058932	198069129	0.006961667781565521
LG_2	198101834	198110088	0.009377124812160133
LG_2	198117909	198127532	0.018899434458350493
LG_2	198141620	198145488	0.04150144975963396
LG_2	198161128	198165633	0.008233779310206425
LG_2	198188318	198196073	0.031579778172143275
LG_2	198196382	198207410	0.009443541037066074
LG_2	198222345	198229997	0.0010139419807712593
LG_2	198236445	198244310	0.01681869058301849
LG_2	198290084	198293282	0.04281260027212622
LG_N	43322799	43328731	0.02442692206167656
LG_2	198370525	198376106	0.03667449404489984
LG_2	198377892	198388741	0
LG_2	198390776	198398014	0.06555637205272079
LG_2	198407068	198413283	0.0035960552281953523
LG_2	198417513	198426786	0.02530229273629023
LG_2	198432535	198434177	0.05575372650631931
LG_2	198440491	198445475	0.024731130975778913
LG_2	198455059	198460045	0.0211690059676472
LG_2	198475744	198483510	0.026147092373796012
LG_2	198510982	198515499	0.013177619038866209
LG_N	43331303	43336781	0.02417618841524478
LG_2	198527277	198532348	0.01315651273013395
LG_2	198537285	198544951	0.038638288460361464
LG_2	198549377	198550114	0
LG_2	198560250	198571224	0.004657621217501361
LG_2	198586193	198591941	0.03226295698986524
LG_2	198603823	198614135	0.03481094088321888
LG_2	198631036	198637262	0.03911013338482841
LG_2	198656806	198673558	0.021925590493392273
LG_2	198731530	198739256	0.010888146017412276
LG_2	198754862	198765513	0.05482311788183087
LG_N	43363039	43369334	0.007101704314367072
LG_2	198773901	198779602	0.007854772241277607
LG_2	198783945	198793853	0.04719953402102699
LG_2	198821257	198831971	0.02595646885294521
LG_2	198832758	198841318	0.014227735752482358
LG_2	198853506	198865449	0.13255073876874945
LG_2	198869207	198871010	0.02697313115188139
LG_2	198878782	198879362	0.028310896231923826
LG_2	198891529	198895511	0.014054914803200085
LG_2	198925131	198939010	0.031438795296430296
LG_2	198960720	198980976	0.005092465667521869
LG_N	43474915	43480693	0.09810318831798681
LG_2	199019798	199030112	0.020668759597695104
LG_2	199047428	199052032	0.07202147826028475
LG_2	199074117	199089293	0.05438957852995612
LG_2	199112666	199123211	0.007093308477808302
LG_2	199154661	199162567	0.10471834160108115
LG_2	199163232	199170912	0.003131528557860464
LG_2	199195247	199206373	0.029605331322129162
LG_2	199223966	199231653	0.07052071851657209
LG_2	199242656	199253745	0.016025139317972344
LG_2	199272860	199282252	0.034230431637587794
LG_N	43498065	43505379	0.0010070496858506281
LG_2	199309912	199316415	0.022312115530336626
LG_2	199332138	199343180	0.0023201897782511127
LG_2	199380471	199385642	0.004717462904822626
LG_2	199413096	199420769	0.01423163061851624
LG_2	199424014	199425063	0.07499354839042889
LG_2	199425562	199426478	0.06597106244934225
LG_2	199459211	199466892	0.0020120751498627454
LG_2	199475637	199486279	0.0011587490701812394
LG_2	199487743	199496367	0.019537824595786294
LG_2	199525099	199529663	0.02841819979995561
LG_N	43517038	43519500	0.07975863850566452
LG_2	199542493	199553965	0.014085161461404271
LG_2	199555297	199562966	0.007111812560438067
LG_2	199581810	199582209	0.06390930865156534
LG_2	199593813	199601046	0.037144298970314814
LG_2	199624197	199635088	0.044222048390090314
LG_2	199666837	199673549	0.010510175054562185
LG_2	199704106	199705228	0.015263396575150493
LG_2	199720573	199731042	0.026886771414633116
LG_2	199739065	199749974	0.020020859056076895
LG_2	199759261	199765767	0.0197462961911202
LG_N	43531850	43539626	0.01980418451208239
LG_2	199798215	199805945	0.047358585428320624
LG_2	199812082	199817349	0.025427302187493037
LG_2	199853986	199857627	0.0030495619062316493
LG_2	199899015	199906761	0.011943564778410966
LG_2	199914478	199915017	0.06913007178573455
LG_2	199925686	199936721	0.001160093327848599
LG_2	199937379	199944128	0.060527973301168596
LG_2	199959520	199967169	0.01598964866340711
LG_2	199996809	200006353	0.00816539113596954
LG_2	200037641	200048830	0.05089024703800516
LG_N	43557690	43565394	0.042946016154604694
LG_2	200052540	200063609	0.04159795943250709
LG_2	200070025	200077083	0.06318034116599534
LG_2	200089559	200109786	0.032490342167808633
LG_2	200123771	200131426	0.008982143285036751
LG_2	200161202	200174287	0.008181118263390973
LG_2	200174502	200177118	0.014259861843289815
LG_2	200182278	200191416	0.003461215351880763
LG_2	200201436	200209104	0.005033245648729549
LG_2	200214703	200222425	0.031950817036522736
LG_2	200227782	200228408	0.07299382251343656
LG_N	43568592	43574045	0.010111594205803633
LG_2	200229701	200230397	0.08511786815528735
LG_2	200230822	200241849	0.014219509287562385
LG_2	200246031	200253751	0.0287667866786599
LG_2	200307554	200322735	0.010803679995179897
LG_2	200376016	200382732	0.026489997640364856
LG_2	200387497	200397447	0.08732905598582737
LG_2	200402564	200410693	0.002574008258700622
LG_2	200451601	200458808	0.03900779646178864
LG_2	200474178	200484819	0.09638193892189492
LG_2	200492665	200502923	0.04937216586038063
LG_N	43577359	43587825	0.007557939710813011
LG_N	4733126	4733692	0.043861025948043725
LG_2	200557059	200565567	0.0023148189493710524
LG_2	200612609	200620271	0.0040658334497801355
LG_2	200622318	200629621	0.0233115632080129
LG_2	200652238	200662604	0.028508998157526364
LG_2	200678659	200684868	0.051565755779816945
LG_2	200685567	200689854	0.005000041667291655
LG_2	200699528	200699892	0.05691757342549855
LG_2	200716632	200723946	0.006055292661948848
LG_2	200724678	200732990	0.06379780281485713
LG_2	200748100	200755245	0.02280048660400303
LG_N	43600905	43606518	0.032000234662945735
LG_2	200755777	200765182	0.011378894933736922
LG_2	200792131	200802121	0.06560604431337352
LG_2	200818372	200825999	0.008166536633140493
LG_2	200828322	200836719	0.036642875435233056
LG_2	200850024	200854978	0
LG_2	200857683	200863129	0.022605807465313772
LG_2	200875772	200883036	0.051538669082006605
LG_2	200895239	200900248	0.0008408662531428088
LG_2	200909308	200916449	0.0494638371559426
LG_2	200916885	200927902	0.004709707894403774
LG_N	43607699	43621485	0.012544497272630408
LG_2	200946822	200957653	0.018842869127566657
LG_2	200957953	200970323	0.10414320064148906
LG_2	200978456	200989506	0.0023094729281472643
LG_2	200989530	200991182	0.050011923557302176
LG_2	200998582	201019051	0.02939110719098877
LG_2	201043611	201044147	0.03243891734906844
LG_2	201046430	201046953	0.045158766552250054
LG_2	201047995	201048823	0.04274682236982202
LG_2	201057835	201058252	0.060963234956197404
LG_2	201064378	201068107	0.014764441634819006
LG_N	43628857	43632118	0.05352719972218398
LG_2	201100948	201111372	0.05764504683789389
LG_2	201113490	201119188	0.026122482038561618
LG_2	201135504	201141462	0.06322060030605514
LG_2	201151747	201157532	0.016464098800506085
LG_2	201165399	201169924	0.09785220384949378
LG_2	201191766	201197676	0.038712905866711965
LG_2	201214082	201220188	0.06480396842157013
LG_2	201223155	201230916	0.030274496016235806
LG_2	201235258	201244423	0.06198109010367399
LG_2	201246929	201254006	0.05959792283144191
LG_N	43678415	43685506	0.06676201802154433
LG_2	201255317	201261362	0.02442420101076172
LG_2	201270750	201278969	0.022965392666526703
LG_2	201299146	201310182	0.004651190086253235
LG_2	201364287	201370624	0.06835147746619785
LG_2	201372425	201387862	0.05463585443605489
LG_2	201389846	201394954	0.036485566607044224
LG_2	201399552	201407748	0.007389316132704435
LG_2	201415132	201425944	0.03367527682052372
LG_2	201437339	201441515	0.01679738343647834
LG_2	201455696	201467158	0.038580047331828266
LG_N	43687438	43694925	0.07236896203824335
LG_2	201474270	201485319	0.0011534030489575298
LG_2	201514670	201520378	0.011221371656534038
LG_2	201522776	201525097	0.04343647960657169
LG_2	201528652	201539159	0.06107400448482758
LG_2	201586042	201594103	0.019960624649337604
LG_2	201594450	201601940	0.021671858158249985
LG_2	201609387	201616400	0.04065606827590636
LG_2	201618263	201618756	0.025512642472410748
LG_2	201627870	201635013	0.041478498307906925
LG_2	201662749	201668363	0.0010030093634328715
LG_N	43727464	43737571	0.027626167917250387
LG_2	201690037	201697729	0.0090069260842351
LG_2	201706068	201713435	0.05962895538787814
LG_2	201716416	201725135	0.011851494504138983
LG_2	201725350	201731136	0.02876433348756104
LG_2	201737623	201756486	0.006167273845109479
LG_2	201772608	201783656	0.0005630630895094976
LG_2	201836834	201844000	0.03775769943575892
LG_2	201846251	201853282	0.018787842802282354
LG_2	201865171	201873161	0.040058236057406736
LG_2	201879477	201887110	0.00949379765394261
LG_N	43750262	43761298	0.043060957208812436
LG_2	201901109	201902515	0.03437084762946275
LG_2	201904869	201905606	0.09973176201809972
LG_2	201910707	201926891	0.04891148466204618
LG_2	201931252	201933304	0.060228919273804124
LG_2	201938582	201939077	0.10734819300294217
LG_2	201965785	201981547	0.04770184287166543
LG_2	201989707	201996943	0.014291316703675139
LG_2	202031828	202045308	0.024699923712958118
LG_2	202060897	202062264	0.031855156089316286
LG_2	202073239	202080907	0.006045391743344799
LG_N	43770003	43780497	0.046015251870096995
LG_2	202090575	202098866	0.022920493458043402
LG_2	202119492	202125894	0.044092427885547465
LG_2	202141838	202146159	0.027641637224545358
LG_2	202154422	202166965	0.032917225080514215
LG_2	202172136	202182468	0.024023350710959474
LG_2	202200476	202209250	0.03463424996157634
LG_2	202220912	202227837	0.03428067655409879
LG_2	202238152	202251304	0.03354499352613165
LG_2	202252905	202256140	0.02702995236239764
LG_2	202273881	202276162	0.027141375030702384
LG_N	43795472	43802991	0.03166978704475797
LG_2	202297506	202306154	0.03423514600013079
LG_2	202311153	202322222	0.0023211975818615707
LG_2	202334421	202342111	0.01722777146317336
LG_2	202355440	202365795	0.013226285317280713
LG_2	202367381	202379038	0.04761120449313991
LG_2	202392693	202403771	0.010247903510338198
LG_2	202412225	202414645	0.06887294240377888
LG_2	202418646	202426044	0.03294191036017699
LG_2	202430818	202438194	0.04227090108883549
LG_2	202445130	202452361	0.06586244403390037
LG_N	43819693	43823564	0.04397994144624761
LG_N	4753334	4756637	0.01915783375543807
LG_2	202459442	202470004	0.027561732490281213
LG_2	202484004	202492971	0.08676114033133596
LG_2	202493372	202504413	0.029969526870422553
LG_2	202552134	202562455	0.08094576241794646
LG_2	202563442	202574811	0.0847060485139965
LG_2	202581504	202589282	0.024617594584912337
LG_2	202594858	202602101	0.01683760361183717
LG_2	202611248	202615139	0.008138284027099789
LG_2	202637934	202648975	0.004666101005944632
LG_2	202657915	202668465	0.07683580444161314
LG_N	43828111	43839160	0.03968361011616114
LG_2	202692288	202699611	0.0039830828908275955
LG_2	202710206	202717664	0.01464196558372733
LG_2	202731833	202735107	0.0012165456123207775
LG_2	202759230	202767302	0.02067126838322309
LG_2	202786411	202791581	0.052968092329900136
LG_2	202816008	202824424	0.017163220375190864
LG_2	202849385	202854959	0.0287750224862487
LG_2	202859452	202862953	0.05494966058171743
LG_2	202864980	202874766	0.042523747791563836
LG_2	202877461	202878917	0.07542921361200176
LG_N	43849153	43856870	0.013906470025485373
LG_2	202879218	202880281	0.024524885367443253
LG_2	202902575	202911021	0.022707597181755374
LG_2	202942314	202949838	0.0233837283975552
LG_2	202952987	202959296	0.044630931888993454
LG_2	202960180	202963118	0.026865944389609635
LG_2	202969728	202974415	0.06757394937143794
LG_2	202990533	202996024	0.040942898404042
LG_2	203001239	203012166	0.013023691609769898
LG_2	203017217	203028956	0.058961816099833135
LG_2	203043546	203046689	0.02575717345341983
LG_N	43870529	43880935	0.014078028975860276
LG_2	203056286	203063639	0.06009866694390925
LG_2	203085653	203096624	0.06577988071511637
LG_2	203108401	203119449	0.0011547349243312644
LG_2	203129068	203136244	0.05666608856970467
LG_2	203141210	203158580	0.056519333870279964
LG_2	203165878	203173514	0.010322275759734075
LG_2	203199172	203206508	0.013981250210576128
LG_2	203236379	203244063	0.004016837853519137
LG_2	203256483	203261179	0.009585379845496575
LG_2	203274843	203282196	0.016838030805628835
LG_N	43896454	43911251	0.011809505198830068
